Time,SPX,VIX,TVOLSP,VOLSPD,ADSPD,TIKSP,Return,Trend5h,Trend1h,Trend30min,Return5h,Return1h,Return30min
11/11/2020 8:40,3564.01,23.78,53376,-5683077,10,-145,0,0,0,0,-0.001672274,-0.000794049,-0.001683497
11/11/2020 8:50,3557.94,23.79,72642,-15140215,-98,-277,-0.001703138,0,1,1,-0.000264198,0.000919071,0.000250145
11/11/2020 9:00,3557.84,23.95,86035,-18705312,-117,-191,-2.81062E-05,1,1,1,0.001121467,0.001652688,0.001711713
11/11/2020 9:10,3558.01,23.81,97616,-16463668,-111,-175,4.77818E-05,1,1,1,0.001961771,0.002644737,0.000890947
11/11/2020 9:20,3558.83,23.83,107870,-22776157,-94,-121,0.000230466,1,1,1,0.000460826,0.003366275,0.000668759
11/11/2020 9:30,3563.93,23.6,117690,-12800659,-61,-141,0.001433055,0,1,0,-0.001172863,0.001927647,-5.89237E-05
11/11/2020 9:40,3561.18,23.62,125890,-14148794,-46,-155,-0.00077162,1,1,1,0.001353484,0.003027087,0.001752228
11/11/2020 9:50,3561.21,23.52,134478,-11194172,-47,-157,8.42417E-06,1,1,1,0.002527231,0.003139382,0.002695713
11/11/2020 10:00,3563.72,23.43,142848,-16033893,-39,-159,0.000704817,1,1,1,0.002494584,0.002721875,0.001986688
11/11/2020 10:10,3567.42,23.2,151029,-9017540,-26,-127,0.001038241,0,1,1,-0.003977665,0.001833258,0.001272628
11/11/2020 10:20,3570.81,23.15,158603,-8842115,-34,-181,0.000950267,0,1,1,-0.005206102,0.000644112,0.000442477
11/11/2020 10:30,3570.8,23.11,165620,-5606457,-1,-167,-2.80049E-06,0,1,1,-0.004335163,0.001069788,0.000733729
11/11/2020 10:40,3571.96,22.94,172545,-8298917,2,-137,0.000324857,0,1,1,-0.003205523,0.001226218,0.000559917
11/11/2020 10:50,3572.39,22.88,179511,-10843990,-11,-147,0.000120382,0,1,1,-0.004165279,0.000943346,0.000201546
11/11/2020 11:00,3573.42,22.78,185260,-14733152,-6,-113,0.000288322,0,1,1,-0.004133295,0.000453347,0.000335813
11/11/2020 11:10,3573.96,22.8,192489,-16786855,-5,-137,0.000151116,0,1,1,-0.002711278,0.000330166,0.000665928
11/11/2020 11:20,3573.11,22.92,198431,-15652223,-11,-179,-0.000237831,0,1,1,-0.002616768,0.000705268,0.000741651
11/11/2020 11:30,3574.62,22.89,204208,-18649951,-1,-131,0.000422601,0,1,1,-0.00293178,0.000282548,0.000117495
11/11/2020 11:40,3576.34,22.85,209310,-21358854,-1,-95,0.00048117,0,0,0,-0.004208213,-0.000229285,-0.000335539
11/11/2020 11:50,3575.76,22.89,215223,-4953667,1,-179,-0.000162177,0,0,0,-0.004429828,-0.000869745,-3.63559E-05
11/11/2020 12:00,3575.04,22.93,220650,-25451612,-8,-133,-0.000201356,0,0,1,-0.005216725,-0.000632161,0.000165033
11/11/2020 12:10,3575.14,22.87,226404,-39197054,-20,-129,2.79717E-05,0,0,1,-0.006315837,-0.000665708,0.00010629
11/11/2020 12:20,3575.63,22.83,233058,-35292615,-9,-303,0.000137058,0,0,0,-0.005917838,-0.0021255,-0.00083342
11/11/2020 12:30,3575.63,22.95,239151,-29917856,-9,-105,0,0,0,0,-0.005517909,-0.002206604,-0.000797062
11/11/2020 12:40,3575.52,22.94,245222,-32895734,-11,-253,-3.07638E-05,0,0,0,-0.005014655,-0.004886003,-0.000771916
11/11/2020 12:50,3572.65,23.13,250857,-38320733,-13,-203,-0.00080268,0,0,0,-0.006787679,-0.004380502,-0.001293158
11/11/2020 13:00,3572.78,23.21,256462,-37229577,-9,-139,3.63876E-05,0,0,0,-0.007120506,-0.00306484,-0.001410666
11/11/2020 13:10,3572.76,23.23,262876,-37431742,-29,-273,-5.59788E-06,0,0,0,-0.010680818,-0.002174789,-0.004117265
11/11/2020 13:20,3568.03,23.33,268448,-50910761,-64,-309,-0.001323906,0,0,0,-0.010386684,-0.002118816,-0.003091342
11/11/2020 13:30,3567.74,23.54,274943,-58272092,-69,-285,-8.12773E-05,0,0,0,-0.009669987,-0.002239513,-0.001656511
11/11/2020 13:40,3558.05,23.73,281208,-72554201,-91,-335,-0.002716005,0,1,1,-0.008931859,0.00223437,0.001950507
11/11/2020 13:50,3557,23.9,289538,-75083356,-99,-199,-0.000295105,0,1,1,-0.008813607,0.003713804,0.000975541
11/11/2020 14:00,3561.83,23.78,296763,-68652581,-77,-229,0.001357886,0,1,0,-0.010342998,0.003026534,-0.000583969
11/11/2020 14:10,3564.99,23.72,303319,-65424221,-67,-159,0.000887184,0,0,1,-0.009655006,-0.003298747,0.000283311
11/11/2020 14:20,3560.47,23.75,310213,-72290215,-80,-313,-0.001267886,0,0,1,-0.008260145,-0.00231711,0.002735594
11/11/2020 14:30,3559.75,23.88,320061,-78165391,-86,-211,-0.00020222,0,0,1,-0.006865651,-0.001244469,0.003612613
11/11/2020 14:40,3566,23.72,331349,-75188903,-76,-205,0.001755741,0,0,0,-0.010378575,-0.00153954,-0.003581043
11/11/2020 14:50,3570.21,23.58,347676,-75030375,-43,-241,0.001180595,0,0,0,-0.011632369,-0.003557214,-0.005038919
11/11/2020 15:00,3572.61,23.37,406944,-90051123,-23,-121,0.000672229,0,0,0,-0.011977238,-0.003907507,-0.004839599
11/12/2020 8:40,3553.23,23.97,47747,-47132390,-332,-191,-0.005424606,0,1,1,-0.008116559,0.003107032,0.00204884
11/12/2020 8:50,3552.22,24.09,60512,-48782233,-339,-171,-0.000284248,0,1,1,-0.007800756,0.003248673,0.00148921
11/12/2020 9:00,3555.32,24.16,71343,-45172703,-307,-137,0.000872694,0,1,1,-0.01033381,0.002480789,0.000936625
11/12/2020 9:10,3560.51,23.89,82338,-36489548,-258,-101,0.001459784,0,1,1,-0.011063022,0.00021907,0.001056028
11/12/2020 9:20,3557.51,23.92,92447,-60031731,-285,-287,-0.000842576,0,1,1,-0.009413888,0.00067744,0.001756847
11/12/2020 9:30,3558.65,23.96,101245,-50278726,-278,-89,0.000320449,0,0,1,-0.010725978,-0.000635072,0.00154272
11/12/2020 9:40,3564.27,23.86,109013,-45573256,-231,-139,0.001579251,0,0,0,-0.012560777,-0.003285385,-0.000836076
11/12/2020 9:50,3563.76,23.83,116950,-50042562,-228,-111,-0.000143087,0,0,0,-0.010735852,-0.002606797,-0.001077514
11/12/2020 10:00,3564.14,23.73,124363,-57695932,-233,-221,0.000106629,0,0,0,-0.007620352,-0.002311918,-0.002174438
11/12/2020 10:10,3561.29,23.77,132238,-55125366,-214,-255,-0.000799632,1,0,0,0.000502627,-0.001038949,-0.002451359
11/12/2020 10:20,3559.92,24.03,138509,-60884830,-216,-131,-0.000384692,1,0,0,0.000985977,-0.003236028,-0.001530933
11/12/2020 10:30,3556.39,24.06,144628,-82488650,-245,-197,-0.000991595,1,0,0,0.001701163,-0.002544715,-0.00013778
11/12/2020 10:40,3552.56,24.22,150771,-90896930,-269,-259,-0.001076935,1,0,1,0.001061207,-0.005055509,0.00141588
11/12/2020 10:50,3554.47,24.17,157428,-83959479,-261,-159,0.00053764,1,0,0,0.000874955,-0.006611394,-0.001707709
11/12/2020 11:00,3555.9,24.17,163252,-75465700,-260,-181,0.00040231,1,0,0,0.000264349,-0.006372508,-0.002407267
11/12/2020 11:10,3557.59,24.08,168744,-80194166,-260,-143,0.000475266,0,0,0,-0.000320442,-0.008803713,-0.00646224
11/12/2020 11:20,3548.4,24.01,174580,-111187602,-306,-331,-0.002583209,1,0,0,0.001270995,-0.00641134,-0.004912073
11/12/2020 11:30,3547.34,24.36,181145,-122890243,-336,-285,-0.000298726,1,0,0,0.002728805,-0.006300496,-0.003974809
11/12/2020 11:40,3534.6,24.58,186536,-163314818,-409,-317,-0.003591423,1,0,0,0.007251174,-0.001140157,-0.002356702
11/12/2020 11:50,3530.97,25.19,193612,-170283699,-422,-283,-0.00102699,1,1,0,0.008054444,2.54887E-05,-0.001506668
11/12/2020 12:00,3533.24,25.2,201207,-174574493,-407,-307,0.000642883,1,1,0,0.00741812,0.000585865,-0.002334967
11/12/2020 12:10,3526.27,25.59,207291,-184288287,-426,-319,-0.001972694,1,1,1,0.010004906,0.000771353,0.001219419
11/12/2020 12:20,3525.65,25.73,215875,-195653099,-422,-311,-0.000175823,1,1,1,0.011305717,0.000859416,0.001534469
11/12/2020 12:30,3524.99,25.65,224786,-197868515,-429,-131,-0.0001872,1,1,1,0.012116346,0.001370217,0.002927668
11/12/2020 12:40,3530.57,25.62,231560,-199568703,-411,-255,0.001582983,1,0,0,0.01022781,-0.001750426,-0.00044752
11/12/2020 12:50,3531.06,25.42,236333,-200825034,-411,-129,0.000138788,1,0,0,0.009878054,-0.001854967,-0.000674019
11/12/2020 13:00,3535.31,25.2,242110,-202843567,-391,-313,0.001203605,1,0,0,0.008898795,-0.004732258,-0.001552905
11/12/2020 13:10,3528.99,25.63,248405,-219956811,-415,-271,-0.001787679,1,0,0,0.011397029,-0.0022301,-0.001303489
11/12/2020 13:20,3528.68,25.95,254425,-219532401,-413,-151,-8.78438E-05,1,0,0,0.01168709,-0.001320607,-0.001181745
11/12/2020 13:30,3529.82,25.85,261553,-228214594,-407,-241,0.000323067,1,0,0,0.011759806,-0.002646027,-0.003184298
11/12/2020 13:40,3524.39,26.14,269078,-243213712,-421,-311,-0.001538322,1,0,0,0.013222146,-0.001387474,-0.00092782
11/12/2020 13:50,3524.51,26.53,276501,-248120950,-419,-287,3.40484E-05,1,1,0,0.013326675,0.00028089,-0.000139026
11/12/2020 14:00,3518.58,26.6,284870,-267288381,-437,-325,-0.001682503,1,1,1,0.014761637,0.005229382,0.000539991
11/12/2020 14:10,3521.12,26.25,293299,-266377609,-431,-251,0.000721882,1,1,0,0.014114827,0.011916663,-0.000460081
11/12/2020 14:20,3524.02,26.29,302400,-279841683,-422,-311,0.000823602,1,1,1,0.013220697,0.011183251,0.000419975
11/12/2020 14:30,3520.48,26.56,312246,-296131477,-431,-333,-0.001004535,1,1,1,0.014225333,0.011918829,0.004686861
11/12/2020 14:40,3519.5,26.24,326030,-318530221,-442,-319,-0.000278371,1,1,1,0.014212246,0.010464555,0.012382441
11/12/2020 14:50,3525.5,25.77,345989,-334248514,-417,-285,0.001704788,1,1,1,0.013782442,0.009099419,0.010758758
11/12/2020 15:00,3536.98,25.22,403454,-496125135,-382,-71,0.003256276,1,1,1,0.011300601,0.00561496,0.007198231
11/13/2020 8:40,3563.08,23.83,40719,34396224,446,-159,0.007379177,1,0,0,0.003449263,-0.00186075,-0.001894428
11/13/2020 8:50,3563.43,23.65,52185,43051416,447,-195,9.82296E-05,1,0,0,0.003448924,-0.002952212,-0.001641677
11/13/2020 9:00,3562.44,23.66,62640,48587323,431,-119,-0.000277822,1,0,0,0.00474394,-0.001521429,-0.001571956
11/13/2020 9:10,3556.33,23.66,73224,53867832,407,-251,-0.001715117,1,1,1,0.005342586,0.001096636,3.37427E-05
11/13/2020 9:20,3557.58,23.53,83263,58477100,407,-117,0.000351486,1,1,0,0.005610555,0.000514395,-0.00131269
11/13/2020 9:30,3556.84,23.45,90221,67304962,416,-247,-0.000208007,1,1,1,0.006829095,0.000733797,5.06067E-05
11/13/2020 9:40,3556.45,23.44,98213,71062386,413,-91,-0.000109648,1,1,1,0.00916082,0.001434014,0.001062858
11/13/2020 9:50,3552.91,23.44,104903,70677582,385,-319,-0.000995375,1,1,1,0.008474743,0.003546389,0.001829486
11/13/2020 10:00,3557.02,23.49,111680,71892363,389,-103,0.001156798,1,1,1,0.007908305,0.003002513,0.000683156
11/13/2020 10:10,3560.23,23.43,117852,77549361,398,-113,0.000902441,1,1,1,0.013956963,0.001811681,0.000370763
11/13/2020 10:20,3559.41,23.41,123628,82178456,392,-341,-0.000230322,1,1,1,0.011642379,0.001834574,0.001713767
11/13/2020 10:30,3559.45,23.44,130060,89659950,393,-143,1.12378E-05,1,1,1,0.013347568,0.002056497,0.002317774
11/13/2020 10:40,3561.55,23.29,135665,93253913,393,-89,0.000589979,1,1,1,0.012907302,0.002150749,0.001440384
11/13/2020 10:50,3565.51,23.19,141670,103167438,408,-121,0.001111875,1,1,1,0.01266018,0.00123685,0.0001206
11/13/2020 11:00,3567.7,23.12,147791,108561032,416,-87,0.000614218,1,1,0,0.014269698,0.001017462,-0.000260672
11/13/2020 11:10,3566.68,23.14,152451,111482178,408,-149,-0.000285898,1,1,1,0.014632656,0.001208407,0.000709343
11/13/2020 11:20,3565.94,23.18,157666,113813865,393,-169,-0.000207476,1,1,1,0.015078773,0.001553588,0.001116115
11/13/2020 11:30,3566.77,23.1,162112,117822806,389,-97,0.000232758,1,1,1,0.015944398,0.001051371,0.001278468
11/13/2020 11:40,3569.21,23.04,167210,123988773,389,-121,0.000684092,1,1,1,0.015345132,0.00045108,0.00049871
11/13/2020 11:50,3569.92,23.01,171798,125823941,395,-109,0.000198924,1,1,1,0.015319671,0.000193282,0.000436985
11/13/2020 12:00,3571.33,23.03,176826,131133492,401,-149,0.000394967,1,0,0,0.014260794,-0.000215606,-0.000226806
11/13/2020 12:10,3570.99,23.07,181621,137018276,395,-219,-9.52026E-05,1,0,0,0.014323759,-0.000411651,-4.76058E-05
11/13/2020 12:20,3571.48,23.08,188408,145060431,413,-279,0.000137217,1,1,0,0.014013798,0.000730789,-0.000243596
11/13/2020 12:30,3570.52,23.18,194860,148684761,398,-263,-0.000268796,1,1,1,0.014457278,0.001800858,1.12029E-05
11/13/2020 12:40,3570.82,23.15,200368,152087710,391,-213,8.40214E-05,1,1,0,0.013526305,0.001274217,-0.000364062
11/13/2020 12:50,3570.61,23.15,206890,155913348,386,-123,-5.881E-05,1,1,1,0.012628094,0.001431128,0.000974623
11/13/2020 13:00,3570.56,23.06,211273,161014744,389,-173,-1.40032E-05,1,1,1,0.012645075,0.002458998,0.001789635
11/13/2020 13:10,3569.52,23,217411,162289364,392,-251,-0.000291271,1,1,1,0.013057778,0.00162767,0.001638876
11/13/2020 13:20,3574.09,22.83,223835,176376214,417,-149,0.001280284,1,1,1,0.010993008,0.000965281,0.00045606
11/13/2020 13:30,3576.95,22.76,230183,182711989,421,-153,0.000800204,1,1,1,0.009910678,0.001168593,0.000668167
11/13/2020 13:40,3575.37,22.77,236026,187074910,413,-227,-0.000441717,1,1,0,0.010611489,0.003820584,-1.11877E-05
11/13/2020 13:50,3575.72,22.74,241270,188204054,413,-127,9.7892E-05,1,1,1,0.008493394,0.002041547,0.000508988
11/13/2020 14:00,3579.34,22.8,248814,194750173,415,-277,0.001012384,1,1,1,0.007414775,0.001623204,0.000500092
11/13/2020 14:10,3575.33,22.94,255030,197770439,405,-353,-0.001120318,1,1,1,0.007534969,0.009674631,0.003831814
11/13/2020 14:20,3577.54,22.91,262156,201938432,408,-135,0.000618125,1,1,1,0.007974754,0.00651565,0.001531779
11/13/2020 14:30,3581.13,22.79,269415,208374992,416,-167,0.001003483,1,1,1,0.007422238,0.007212807,0.001122551
11/13/2020 14:40,3589.03,22.91,281869,250674571,441,-201,0.002206008,1,1,1,0.006224523,0.00515181,0.005820514
11/13/2020 14:50,3583.02,22.96,298574,253694449,429,-297,-0.001674547,1,1,1,0.00812164,0.007711372,0.004976249
11/13/2020 15:00,3585.15,23.07,351378,320188720,445,-99,0.000594471,1,1,1,0.00782394,0.009332943,0.006083427
11/16/2020 8:40,3609.92,23.16,89205,68849020,291,-171,0.006909055,1,1,0,0.000662065,0.002479279,-0.000664835
11/16/2020 8:50,3600.85,23.13,108879,74874675,242,-213,-0.002512521,1,1,1,0.00321313,0.005237652,0.00272158
11/16/2020 9:00,3606.96,23.4,123028,86450014,255,-103,0.001696822,1,1,1,0.000293876,0.004624393,0.003229867
11/16/2020 9:10,3607.52,23.27,135688,97423478,253,-101,0.000155255,1,1,1,0.000554397,0.004562691,0.003146206
11/16/2020 9:20,3610.65,22.99,148101,106892845,251,-121,0.000867632,1,1,1,0.000243723,0.00386634,0.002509243
11/16/2020 9:30,3618.61,23.03,158358,122314047,291,-89,0.002204589,0,1,1,-0.0015669,0.001008675,0.001390037
11/16/2020 9:40,3618.87,23.07,167544,123907320,309,-127,7.18508E-05,0,1,1,-0.001121897,0.000903597,0.001412043
11/16/2020 9:50,3619.71,22.94,176887,137456903,313,-119,0.000232117,0,1,1,-0.001080197,0.000502803,0.0013537
11/16/2020 10:00,3623.64,22.87,185359,148074730,335,-153,0.001085722,1,0,0,0.000902408,-0.000413948,-0.000380833
11/16/2020 10:10,3623.98,22.84,193523,157304519,353,-91,9.38283E-05,0,0,0,-0.008107109,-0.001341067,-0.000507729
11/16/2020 10:20,3624.61,22.87,200979,161041026,342,-171,0.000173842,0,0,0,-0.009912791,-0.002458196,-0.000849747
11/16/2020 10:30,3622.26,22.91,208751,166217838,331,-181,-0.000648346,0,0,0,-0.009198677,-0.001808263,-3.31285E-05
11/16/2020 10:40,3622.14,22.88,216813,172012711,330,-135,-3.31285E-05,0,0,0,-0.007606001,-0.00165924,-0.000833761
11/16/2020 10:50,3621.53,22.95,223616,175208303,318,-155,-0.000168409,0,0,0,-0.006361952,-0.00225043,-0.001609817
11/16/2020 11:00,3622.14,22.98,230404,178234118,314,-93,0.000168437,0,0,0,-0.006587266,-0.002689018,-0.001775194
11/16/2020 11:10,3619.12,23.05,236806,177471839,297,-211,-0.000833761,0,0,0,-0.004440306,-0.001605363,-0.000826168
11/16/2020 11:20,3615.7,23.07,242331,174242082,279,-175,-0.000944981,0,0,0,-0.003172276,-0.002657853,-0.000641646
11/16/2020 11:30,3615.71,23.12,247776,177118802,282,-89,2.76572E-06,0,0,0,-0.001797711,-0.002718691,-0.00091545
11/16/2020 11:40,3616.13,23.17,252700,183137933,290,-231,0.00011616,0,0,0,-0.001545852,-0.003832827,-0.000779839
11/16/2020 11:50,3613.38,23.29,257998,184839219,281,-171,-0.000760482,0,0,0,-0.001392048,-0.002023037,-0.002017502
11/16/2020 12:00,3612.4,23.43,263791,188952021,273,-223,-0.000271214,0,0,0,-0.000274056,-0.001298306,-0.001804894
11/16/2020 12:10,3613.31,23.42,268830,190988355,274,-147,0.00025191,0,0,0,-0.000517531,-0.000536904,-0.00305537
11/16/2020 12:20,3606.09,23.45,273575,188883216,245,-301,-0.001998168,1,1,0,0.001167469,0.001672171,-5.54617E-06
11/16/2020 12:30,3605.88,23.48,280563,190842918,247,-155,-5.82348E-05,1,1,1,0.001791518,0.002030018,0.000507504
11/16/2020 12:40,3602.27,23.67,286060,194925555,240,-391,-0.001001143,1,1,1,0.00260669,0.002787131,0.002526185
11/16/2020 12:50,3606.07,23.46,293760,206570578,254,-167,0.00105489,1,1,1,0.002778648,0.00176092,0.001677727
11/16/2020 13:00,3607.71,23.42,299609,216757823,262,-283,0.000454789,1,1,1,0.002311716,8.59271E-05,0.001521741
11/16/2020 13:10,3611.37,23.38,305547,225733541,276,-143,0.001014494,1,0,1,0.001237757,-0.000512271,0.000260289
11/16/2020 13:20,3612.12,23.36,311025,230121098,277,-99,0.000207677,1,0,1,0.001118457,-0.000163339,8.30537E-05
11/16/2020 13:30,3613.2,23.3,316430,237271944,290,-249,0.000298993,1,0,0,0.001181778,-7.19584E-05,-0.001433632
11/16/2020 13:40,3612.31,23.23,323201,236808862,283,-195,-0.000246319,1,1,0,0.001677597,0.000692078,-0.000772359
11/16/2020 13:50,3612.42,23.15,329900,235618494,281,-159,3.04514E-05,1,1,0,0.001007635,0.000935661,-0.000246372
11/16/2020 14:00,3608.02,23.15,336224,232312767,262,-291,-0.00121802,1,1,1,0.002286573,0.005235559,0.001363629
11/16/2020 14:10,3609.52,23.26,343679,241692035,260,-221,0.00041574,1,0,1,0.00159578,-0.004133514,0.001465569
11/16/2020 14:20,3611.53,23.04,351295,250324050,278,-377,0.000556861,1,0,1,0.000268584,-0.006326958,0.001182324
11/16/2020 14:30,3612.94,22.85,363316,262715485,287,-347,0.000390416,1,0,1,0.000401335,-0.00664279,0.003866657
11/16/2020 14:40,3614.81,22.7,375942,274769667,292,-255,0.000517584,1,0,0,0.001272543,-0.005593655,-0.005590889
11/16/2020 14:50,3615.8,22.69,393050,287777489,289,-231,0.000273873,1,0,0,0.000965208,-0.004787322,-0.007500415
11/16/2020 15:00,3626.91,22.52,467986,372176298,346,-247,0.003072626,0,0,0,-0.002263635,-0.007893772,-0.010468967
11/17/2020 8:40,3594.6,23.47,53577,-52148757,-426,-120,-0.00890841,1,1,0,0.007483447,0.002350748,-2.78195E-06
11/17/2020 8:50,3588.68,23.52,67206,-63801713,-409,-202,-0.001646915,1,1,1,0.008610408,0.00433307,0.002733596
11/17/2020 9:00,3588.94,23.74,78795,-70976718,-418,-176,7.245E-05,1,1,1,0.007138598,0.005647907,0.00260244
11/17/2020 9:10,3594.59,23.38,88497,-71552647,-404,-132,0.001574281,1,1,1,0.004654216,0.004437224,0.002353537
11/17/2020 9:20,3598.49,23.27,97438,-70117980,-385,-114,0.001084964,1,1,1,0.001586777,0.002740038,0.001595114
11/17/2020 9:30,3598.28,23.26,105744,-71534535,-360,-86,-5.83578E-05,1,1,1,0.002059317,0.003648966,0.003037562
11/17/2020 9:40,3603.05,23.12,113309,-68297594,-336,-98,0.001325633,1,1,1,0.000416314,0.002328583,0.002078794
11/17/2020 9:50,3604.23,22.84,120378,-68713514,-326,-134,0.0003275,0,1,1,-0.000230285,0.001684132,0.001143101
11/17/2020 10:00,3609.21,22.82,127741,-60254282,-276,-80,0.00138171,1,1,1,8.86621E-05,0.000867226,0.000609552
11/17/2020 10:10,3610.54,22.85,134344,-59890734,-265,-112,0.000368502,1,1,1,0.000365596,0.000310203,0.00024927
11/17/2020 10:20,3608.35,22.86,141339,-53258064,-233,-150,-0.000606557,0,1,1,-0.000407388,0.002145025,0.000540413
11/17/2020 10:30,3611.41,22.74,150498,-39253894,-189,-150,0.000848033,0,1,1,-0.000598104,0.001284817,0.000257517
11/17/2020 10:40,3611.44,22.8,158550,-46614781,-190,-208,8.307E-06,0,1,1,-0.000279667,0.001218351,6.09175E-05
11/17/2020 10:50,3610.3,22.9,165466,-51569720,-224,-198,-0.000315664,1,1,1,7.4786E-05,0.001623134,0.001603745
11/17/2020 11:00,3612.34,22.87,171407,-54878126,-225,-180,0.00056505,0,1,1,-0.000207622,0.001420132,0.001027035
11/17/2020 11:10,3611.66,22.73,177078,-53931616,-221,-128,-0.000188244,1,1,1,0.000517767,0.001857871,0.001157363
11/17/2020 11:20,3616.09,22.78,184025,-22724373,-142,-208,0.001226583,0,0,1,-0.000340146,-8.29625E-06,1.93579E-05
11/17/2020 11:30,3616.05,22.8,189724,-15894427,-134,-152,-1.10617E-05,0,1,1,-0.000301434,6.08399E-05,0.000392694
11/17/2020 11:40,3615.84,22.77,195415,-19946307,-120,-182,-5.80744E-05,0,0,1,-0.000168702,-0.000154874,0.000699699
11/17/2020 11:50,3616.16,22.64,200096,-6190828,-122,-166,8.84995E-05,0,0,0,-0.000564134,-0.001012123,-2.76536E-05
11/17/2020 12:00,3617.47,22.58,204637,49684,-108,-100,0.000362263,0,0,0,-0.000884596,-0.000851424,-0.000331724
11/17/2020 12:10,3618.37,22.49,209497,-3220139,-99,-160,0.000248793,0,1,0,-0.001597404,0.000287422,-0.000853976
11/17/2020 12:20,3616.06,22.56,214033,-16595383,-123,-236,-0.000638409,0,1,0,-0.000824101,0.000893237,-0.000984497
11/17/2020 12:30,3616.27,22.57,218623,-7786871,-119,-134,5.80743E-05,0,1,0,-1.38264E-05,0.000671963,-0.000519873
11/17/2020 12:40,3615.28,22.51,223414,-14596538,-112,-124,-0.000273763,1,1,1,0.000240645,0.001720475,0.001142373
11/17/2020 12:50,3612.5,22.58,228324,-27910601,-150,-346,-0.000768958,1,1,1,0.000550865,0.001959862,0.001879585
11/17/2020 13:00,3614.39,22.41,233462,-18829368,-123,-156,0.000523183,0,1,1,-1.66003E-05,4.70342E-05,0.001192456
11/17/2020 13:10,3619.41,22.34,239013,10600766,-70,-102,0.001388893,0,0,1,-0.00132342,-0.002235171,0.000577442
11/17/2020 13:20,3619.29,22.44,245013,-9122787,-58,-190,-3.31546E-05,0,0,1,-0.002262875,-0.004169326,8.01262E-05
11/17/2020 13:30,3618.7,22.5,250612,4077406,-69,-226,-0.000163015,0,0,0,-0.00216376,-0.003595214,-0.001144057
11/17/2020 13:40,3621.5,22.56,255987,8957389,-46,-72,0.000773759,0,0,0,-0.002915919,-0.004680381,-0.00281099
11/17/2020 13:50,3619.58,22.61,261543,-10771625,-49,-256,-0.000530167,0,0,0,-0.003702087,-0.004470132,-0.004249112
11/17/2020 14:00,3614.56,22.57,267836,-44914989,-104,-268,-0.001386901,0,0,0,-0.002503763,-0.001391594,-0.002453964
11/17/2020 14:10,3611.32,22.8,274844,-65057179,-150,-256,-0.000896375,0,1,0,-0.002954598,0.00014953,-0.001874661
11/17/2020 14:20,3604.2,22.87,282486,-92534856,-191,-354,-0.001971578,0,1,0,-0.001750735,0.000743577,-0.000221963
11/17/2020 14:30,3605.69,22.74,292913,-92097543,-186,-330,0.000413407,0,1,1,-0.001336776,0.000987328,0.001064983
11/17/2020 14:40,3604.55,22.76,303640,-86685847,-198,-288,-0.000316167,0,1,1,-0.00247465,0.001631272,0.002027992
11/17/2020 14:50,3603.4,22.65,318969,-90086468,-204,-352,-0.000319041,0,1,1,-0.003399567,0.001989787,0.000965755
11/17/2020 15:00,3609.53,22.68,376454,-81711045,-145,-98,0.001701171,0,1,0,-0.004526905,0.000570711,-7.75724E-05
11/18/2020 8:40,3611.86,22.19,57384,14360368,46,-110,0.000645513,0,1,0,-0.004197283,0.000462366,-0.000395918
11/18/2020 8:50,3606.88,22.24,74189,21134303,31,-146,-0.001378791,0,1,1,-0.002248481,0.002212438,0.001023045
11/18/2020 9:00,3609.25,22.13,85920,23929904,85,-102,0.000657078,0,1,1,-0.004358246,0.001582046,0.000648334
11/18/2020 9:10,3610.43,22.15,97546,34971263,112,-154,0.000326938,0,1,1,-0.003079966,0.001329482,0.000858623
11/18/2020 9:20,3610.57,22.04,107559,29434548,102,-130,3.87765E-05,0,1,1,-0.004467439,0.000983224,0.001188178
11/18/2020 9:30,3611.59,22.04,115847,42613425,156,-166,0.000282504,0,1,1,-0.008054624,0.000742055,0.000933107
11/18/2020 9:40,3613.53,22.07,124155,45829875,163,-106,0.00053716,0,0,1,-0.009865699,-0.000260133,0.000470454
11/18/2020 9:50,3614.86,22.05,133472,51947256,103,-186,0.000368061,0,0,0,-0.013079345,-0.000492412,-0.000204711
11/18/2020 10:00,3614.96,22.12,140557,55231802,106,-96,2.76636E-05,0,1,0,-0.013175803,0.000348552,-0.000190873
11/18/2020 10:10,3615.23,22.12,147553,54433609,152,-156,7.46896E-05,0,1,0,-0.017191161,0.000254479,-0.000730244
11/18/2020 10:20,3614.12,22.16,154378,46796002,129,-140,-0.000307034,0,1,0,-0.014230297,0.000102376,-0.00028776
11/18/2020 10:30,3614.27,22.13,160755,46091160,150,-140,4.15039E-05,0,1,1,-0.014846705,1.66009E-05,0.000539528
11/18/2020 10:40,3612.59,22.17,167149,50125265,157,-204,-0.000464824,0,1,1,-0.015293737,0.000561924,0.000985443
11/18/2020 10:50,3613.08,22.05,173566,72872299,156,-150,0.000135637,0,0,1,-0.016802839,-0.000548009,0.000390249
11/18/2020 11:00,3616.22,21.93,179832,88558544,168,-110,0.000869065,0,0,0,-0.016868443,-0.001479445,-0.000522645
11/18/2020 11:10,3616.15,21.93,186094,77564930,131,-176,-1.93572E-05,0,0,0,-0.014761556,-0.001440759,-0.000423102
11/18/2020 11:20,3614.49,21.93,192551,72205744,110,-198,-0.000459052,0,0,0,-0.014109874,-0.00229908,-0.000937892
11/18/2020 11:30,3614.33,21.98,199559,71357692,107,-206,-4.42663E-05,0,0,0,-0.015012464,-0.002440286,-0.000957301
